Gender,Degree,Specialization,CollegeState,collegeGPA,CollegeCityTier,GraduationYear,10percentage,12graduation,12percentage,CollegeTier,Salary
f,B.Tech/B.E.,electronics & instrumentation eng,Karnataka,77,0,2012,90.04,2008,75.16,2,305000
m,MCA,computer application,Karnataka,75.83,1,2013,79,2007,62.5,2,120000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,61.75,0,2014,76,2009,66,2,120000
m,B.Tech/B.E.,mechanical engineering,Punjab,70,0,2014,78.6,2010,82.6,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,76.5,0,2012,76,2008,76,2,370000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,76,0,2013,92.5,2009,95.2,2,190000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,71.7,0,2011,67,2005,73,2,305000
m,B.Tech/B.E.,mechanical engineering,Telangana,82.09,1,2013,90.5,2009,95.7,1,450000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,75,0,2014,72.12,2009,78,2,345000
m,B.Tech/B.E.,computer engineering,Telangana,74.5,1,2012,89.9,2008,90.1,2,335000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,76.56,0,2013,64.3,2009,66.4,2,480000
m,B.Tech/B.E.,mechanical engineering,Punjab,72.3,0,2013,86.4,2009,93.6,1,600000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,79.42,1,2014,91.2,2010,80,1,325000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,67.9,0,2017,68.6,2008,59.2,2,180000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,77.85,1,2013,90,2009,89.4,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,69.8,0,2013,85,2009,72,2,220000
m,B.Tech/B.E.,computer science & engineering,Orissa,84,0,2013,77.8,2008,76.6,2,375000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,81,0,2012,73,2008,81,2,300000
m,B.Tech/B.E.,electronics and instrumentation engineering,Uttar Pradesh,65.3,0,2014,85.2,2009,79.6,2,180000
m,B.Tech/B.E.,applied electronics and instrumentation,West Bengal,75,1,2013,83,2009,72,2,220000
f,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,70.12,0,2014,88,2010,88,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,67.54,0,2014,82.14,2010,81.26,2,225000
f,B.Tech/B.E.,electronics and electrical engineering,Orissa,88.6,0,2011,90.26,2007,82.7,2,650000
m,B.Tech/B.E.,electronics and electrical engineering,Gujarat,61.51,1,2011,75,2007,59.6,2,120000
m,B.Tech/B.E.,electronics and instrumentation engineering,Madhya Pradesh,72.5,0,2013,70.8,2008,65.2,2,180000
m,B.Tech/B.E.,information technology,Orissa,81.6,0,2012,79.8,2008,77,2,445000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,73.04,0,2013,78.6,2009,70.2,2,420000
m,MCA,computer application,Punjab,73,0,2015,68,2010,59,2,280000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,67.38,0,2013,66.33,2009,60,2,220000
m,B.Tech/B.E.,electronics and electrical engineering,Karnataka,79.6,1,2013,69.85,2008,64.6,2,300000
m,B.Tech/B.E.,electrical engineering,West Bengal,71.31,1,2012,83.25,2008,79.8,2,370000
m,B.Tech/B.E.,information technology,Haryana,60,0,2011,62,2004,59.4,2,150000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,65.8,0,2012,73.6,2008,68.2,2,300000
m,B.Tech/B.E.,mechanical engineering,Orissa,70,0,2011,78.8,2006,74.8,2,390000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,66.46,1,2014,81.6,2010,77,2,145000
m,B.Tech/B.E.,electrical engineering,West Bengal,79.9,1,2013,71,2008,63,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,68.58,0,2011,65.5,2007,66,2,240000
f,B.Tech/B.E.,aeronautical engineering,Telangana,77,1,2012,76,2008,81,2,180000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,77.7,1,2013,76,2009,68.7,2,120000
m,MCA,computer application,Madhya Pradesh,78,0,2013,53,2006,49,2,185000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,73,1,2010,81,2006,78,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,73,0,2013,78.8,2008,71.6,2,315000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,77,0,2013,73.5,2008,67,2,265000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63,0,2014,72,2010,59.9,2,120000
m,B.Tech/B.E.,information technology,Uttarakhand,68,0,2012,72,2008,68,2,475000
m,B.Tech/B.E.,information technology,Orissa,76.44,0,2013,80,2008,63.83,2,360000
m,B.Tech/B.E.,information science engineering,Karnataka,72.73,0,2012,80.16,2008,65.83,2,420000
f,B.Tech/B.E.,computer science & engineering,Haryana,73,0,2012,69,2007,82,2,200000
m,B.Tech/B.E.,computer engineering,Maharashtra,63,1,2010,74.53,2006,84.53,2,555000
m,B.Tech/B.E.,computer engineering,Telangana,72.23,1,2010,86.5,2006,91,2,615000
m,B.Tech/B.E.,mechanical engineering,Rajasthan,65.66,0,2011,73,2004,68.69,2,450000
m,B.Tech/B.E.,electrical engineering,West Bengal,75.6,1,2012,79,2008,85.4,2,320000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,69.31,0,2014,74.83,2010,87.4,2,350000
m,M.Tech./M.E.,computer engineering,Uttar Pradesh,77.5,0,2013,69.16,2006,65.66,1,550000
f,B.Tech/B.E.,computer engineering,Rajasthan,72,1,2011,74,2006,65,2,360000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,79,1,2013,78,2009,82.8,2,200000
m,B.Tech/B.E.,information technology,Uttar Pradesh,70,0,2013,81.2,2009,78,2,120000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,79.75,1,2013,86.8,2009,91.7,2,335000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,66.5,0,2013,87,2009,85,2,130000
m,B.Tech/B.E.,computer science & engineering,West Bengal,76,1,2013,84,2009,76,2,320000
f,B.Tech/B.E.,electronics and electrical engineering,Delhi,74,1,2012,86,2008,78,1,400000
f,B.Tech/B.E.,instrumentation and control engineering,Tamil Nadu,77.55,1,2010,78,2006,86.67,2,150000
m,B.Tech/B.E.,instrumentation and control engineering,Uttar Pradesh,67.34,0,2014,73.6,2009,61.2,2,220000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,76.5,1,2014,75.66,2009,76.66,2,180000
f,B.Tech/B.E.,computer science & engineering,Karnataka,83,1,2014,93,2010,86,2,310000
f,B.Tech/B.E.,information technology,Telangana,75,1,2014,61,2010,61,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,78.16,0,2013,80.2,2007,74.8,2,360000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,70,0,2013,87,2009,80.5,2,325000
m,MCA,computer application,Maharashtra,70.05,1,2014,72.8,2008,61.33,2,425000
m,B.Tech/B.E.,electronics engineering,Uttar Pradesh,67.08,0,2013,65.71,2009,68.2,2,180000
f,B.Tech/B.E.,information technology,West Bengal,80,1,2013,89.7,2009,86.7,2,320000
m,B.Tech/B.E.,electronics and electrical engineering,Uttarakhand,71,0,2013,63.66,2008,59,2,180000
m,B.Tech/B.E.,computer engineering,Haryana,77.4,0,2013,78.8,2009,87,2,605000
f,B.Tech/B.E.,electronics and electrical engineering,Madhya Pradesh,67.6,0,2013,73.2,2009,73.6,2,410000
m,B.Tech/B.E.,computer engineering,Delhi,75.5,1,2012,74,2008,82.3,2,430000
m,B.Tech/B.E.,computer science & engineering,Telangana,74.78,1,2013,79.5,2009,77.1,2,145000
m,B.Tech/B.E.,computer science & engineering,Maharashtra,64,0,2012,66,2008,58,2,180000
m,B.Tech/B.E.,computer engineering,Rajasthan,59.7,1,2012,46.8,2009,72.48,2,240000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,81.76,0,2012,89.4,2007,80.6,2,800000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,69,0,2010,54,2006,68,2,175000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,68,0,2012,84,2008,75.6,2,360000
m,B.Tech/B.E.,computer engineering,Karnataka,65.7,1,2010,76.64,2006,59,2,470000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,66.61,0,2010,83.8,2006,75.2,2,650000
m,B.Tech/B.E.,computer science & engineering,Telangana,71,1,2013,82.5,2009,86.3,2,325000
f,B.Tech/B.E.,electronics and communication engineering,Uttarakhand,78,0,2013,78,2009,69,2,300000
m,MCA,computer application,Delhi,69.56,1,2011,70.4,2004,66.4,1,330000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,65,0,2012,64,2006,64,2,200000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,85,0,2014,71,2009,60,2,210000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,62.6,0,2014,69.8,2009,66.4,2,240000
f,B.Tech/B.E.,information technology,Tamil Nadu,68,0,2013,89,2009,79,2,170000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.3,0,2014,82,2010,76.6,2,350000
m,B.Tech/B.E.,computer science & engineering,West Bengal,78,0,2014,80.4,2009,70.2,2,600000
m,B.Tech/B.E.,computer engineering,Madhya Pradesh,65.6,0,2013,61.2,2009,60,2,350000
m,B.Tech/B.E.,computer science & engineering,Chhattisgarh,71.18,0,2013,65,2009,67,2,300000
f,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,80.36,0,2013,81.6,2009,96.4,2,275000
f,B.Tech/B.E.,electronics and communication engineering,Haryana,75.84,0,2011,70,2001,50,2,400000
m,B.Tech/B.E.,information technology,West Bengal,83.01,0,2014,86,2010,79,2,315000
m,MCA,computer application,Karnataka,78.83,1,2009,64.43,2002,47.83,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,61,0,2012,80,2008,84,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,78.4,0,2013,75,2008,82.4,2,180000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,90,0,2011,82.2,2007,81.33,2,400000
m,B.Tech/B.E.,information technology,Uttar Pradesh,65,0,2012,83,2008,70,2,210000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,75,1,2014,94.8,2010,97.4,2,380000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,67.4,0,2011,65,2007,69,2,200000
m,B.Tech/B.E.,computer science & engineering,Orissa,61.2,0,2014,94.43,2010,65.2,1,330000
m,B.Tech/B.E.,mechanical engineering,Karnataka,65,0,2010,59.05,2006,46.33,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,72.38,0,2013,87,2009,95,2,345000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,74,0,2013,89.8,2008,60,2,350000
m,B.Tech/B.E.,computer engineering,Delhi,72.91,1,2010,64.8,2004,62.4,1,475000
m,B.Tech/B.E.,instrumentation and control engineering,Orissa,88.9,0,2013,90,2009,70.8,2,335000
f,B.Tech/B.E.,computer science & engineering,Punjab,86,0,2014,82.8,2010,76.6,2,260000
m,B.Tech/B.E.,computer science & engineering,Telangana,74.3,1,2014,85.33,2010,89.7,2,335000
m,B.Tech/B.E.,biotechnology,Karnataka,70.46,0,2012,75.6,2008,68.6,2,100000
m,B.Tech/B.E.,computer science & engineering,Haryana,78.3,0,2014,92.5,2010,77.6,2,230000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,70.8,0,2010,72.15,2006,67.1,2,340000
m,B.Tech/B.E.,computer engineering,Kerala,61.54,0,2012,86.4,2008,80.4,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,69.8,0,2012,79.8,2008,78.2,2,420000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,70.34,0,2013,69.33,2008,70.08,2,150000
m,MCA,computer application,Andhra Pradesh,77,0,2011,84.5,2005,93.6,2,480000
m,M.Tech./M.E.,computer engineering,Andhra Pradesh,78.2,0,2012,74.4,2006,78.2,2,380000
m,B.Tech/B.E.,information technology,Rajasthan,65,1,2010,64,2006,65,2,150000
m,B.Tech/B.E.,electronics engineering,Maharashtra,69.84,1,2014,72.6,2009,73,2,310000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,67.8,0,2012,69.2,2008,64.4,2,180000
m,B.Tech/B.E.,electrical engineering,West Bengal,78,1,2010,81.3,2006,76.3,2,260000
m,B.Tech/B.E.,computer engineering,Punjab,55,0,2012,68,2008,61,2,240000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,79,0,2013,85,2008,70,2,200000
m,B.Tech/B.E.,electrical engineering,West Bengal,69,0,2013,68.5,2009,73.2,2,120000
f,B.Tech/B.E.,computer engineering,Karnataka,57.66,1,2010,69.92,2006,65.54,2,530000
m,B.Tech/B.E.,computer science & engineering,Assam,64.1,0,2013,85.17,2008,77.77,1,350000
m,B.Tech/B.E.,computer engineering,Union Territory,68.9,0,2012,68,2009,75,2,120000
m,B.Tech/B.E.,electrical engineering,Madhya Pradesh,64,0,2013,79.8,2008,73.6,2,120000
m,B.Tech/B.E.,information technology,Maharashtra,74.28,0,2012,86,2007,88.33,2,430000
f,B.Tech/B.E.,electronics and instrumentation engineering,West Bengal,75.3,1,2013,72.5,2009,67,2,85000
m,B.Tech/B.E.,computer science & engineering,Karnataka,67.5,1,2014,82.8,2009,73.6,2,325000
f,B.Tech/B.E.,industrial & production engineering,Andhra Pradesh,91.2,0,2012,82.2,2008,77,2,400000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,81,0,2013,84,2009,87.83,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,81.2,1,2014,91,2009,93.4,2,325000
f,B.Tech/B.E.,computer science & engineering,Telangana,69.25,1,2012,86,2008,92.8,2,210000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,68.96,0,2014,80,2010,65.2,2,315000
f,B.Tech/B.E.,information technology,Orissa,75,0,2014,70.6,2010,58.5,2,200000
m,MCA,computer application,Uttar Pradesh,72.8,0,2013,55.5,2007,52.5,2,200000
m,B.Tech/B.E.,computer engineering,Punjab,76.05,0,2014,68.8,2012,86,2,305000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,80.22,1,2014,82.6,2010,81.4,1,350000
m,B.Tech/B.E.,computer engineering,Orissa,77,0,2012,69.6,2008,71.4,2,95000
m,B.Tech/B.E.,mechanical engineering,Karnataka,58,0,2012,83.2,2007,61.4,2,305000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,75,1,2014,81.6,2010,65,2,325000
f,B.Tech/B.E.,electrical engineering,Andhra Pradesh,74.36,0,2014,90,2010,90,2,305000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.98,0,2011,73,2006,66.8,2,200000
m,B.Tech/B.E.,information science engineering,Karnataka,70,1,2013,88,2009,75,2,350000
m,B.Tech/B.E.,mechanical engineering,Jharkhand,78.2,0,2010,89.4,2005,91.3,1,850000
m,B.Tech/B.E.,computer engineering,Maharashtra,60,1,2012,61.63,2009,53.17,2,280000
m,B.Tech/B.E.,mechanical engineering,Karnataka,88.6,0,2012,84.4,2007,84.4,2,440000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,78.9,1,2013,87.8,2009,91.25,2,300000
f,B.Tech/B.E.,information technology,Karnataka,83.63,1,2013,95.52,2009,94.33,2,275000
m,B.Tech/B.E.,computer engineering,Maharashtra,52,1,2011,67,2007,67,2,85000
m,B.Tech/B.E.,mechanical engineering,Orissa,75.2,0,2010,79.6,2004,72.8,2,395000
m,B.Tech/B.E.,computer science & engineering,Punjab,76.2,0,2014,70,2009,81,2,290000
f,B.Tech/B.E.,computer science & engineering,Telangana,72.3,1,2014,85.6,2010,87.8,2,325000
f,B.Tech/B.E.,information technology,Rajasthan,73.4,1,2013,71,2009,64,2,210000
m,B.Tech/B.E.,industrial engineering,Tamil Nadu,82.7,0,2013,82,2008,70,2,390000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,65.16,0,2012,62,2006,59,2,180000
m,B.Tech/B.E.,computer engineering,Telangana,71.8,1,2012,80,2008,90,2,1300000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,62.71,0,2013,90.08,2009,83.62,2,250000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,67.22,0,2013,77,2009,76,2,120000
f,B.Tech/B.E.,electronics & instrumentation eng,Tamil Nadu,88,1,2012,75,2008,74,2,200000
m,B.Tech/B.E.,information technology,Uttarakhand,79,0,2013,65,2009,64,2,150000
m,B.Tech/B.E.,civil engineering,Maharashtra,59,1,2014,95.54,2010,90,1,345000
m,B.Tech/B.E.,mechanical engineering,Orissa,71,0,2012,82,2007,53,2,320000
m,B.Tech/B.E.,computer science & engineering,Orissa,81.7,0,2013,67.7,2007,56.3,2,450000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.1,0,2011,84.4,2007,82.2,2,340000
m,B.Tech/B.E.,information technology,Karnataka,66,1,2013,91.68,2009,69.16,2,350000
f,B.Tech/B.E.,information technology,Karnataka,69.03,1,2010,80.64,2006,71.66,2,400000
m,B.Tech/B.E.,mechanical engineering,Haryana,75,0,2013,90.8,2009,82.2,2,390000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,70,1,2012,74.6,2008,83.75,2,325000
m,B.Tech/B.E.,mechanical engineering,Madhya Pradesh,7.56,0,2014,69,2010,76,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,64,0,2014,72,2009,54,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,67.2,0,2013,56,2006,65,2,120000
f,B.Tech/B.E.,computer engineering,Andhra Pradesh,78,0,2011,84.3,2007,95.8,2,420000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,63.1,0,2012,85,2005,60.5,2,130000
f,B.Tech/B.E.,instrumentation and control engineering,Punjab,85.5,0,2013,92.2,2009,81.8,1,700000
m,B.Tech/B.E.,information technology,Telangana,68.5,1,2013,91.17,2009,87.2,2,310000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,75.67,0,2014,89.5,2010,93.9,2,145000
m,B.Tech/B.E.,computer science & engineering,West Bengal,70,0,2013,78,2009,69,2,370000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,81.3,0,2013,79.5,2008,78,2,360000
f,B.Tech/B.E.,information technology,Uttar Pradesh,74.3,0,2014,94.8,2010,93,2,340000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,70,1,2011,72,2007,69,1,120000
f,B.Tech/B.E.,information technology,Madhya Pradesh,74.68,0,2013,66.2,2009,65.4,2,300000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,79.7,0,2011,95.4,2007,93.2,2,500000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,73,0,2014,88.6,2010,92,2,305000
m,B.Tech/B.E.,computer engineering,Karnataka,74.81,1,2011,88.64,2006,65.16,2,530000
m,B.Tech/B.E.,electrical engineering,Rajasthan,68.4,0,2014,68,2010,56,2,240000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,73.3,0,2012,79,2007,83.4,2,150000
f,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,73.9,0,2010,84.6,2006,81,2,520000
m,B.Tech/B.E.,electronics engineering,Maharashtra,62.5,0,2013,72,2009,60,2,110000
m,B.Tech/B.E.,computer science & engineering,Karnataka,78.5,1,2013,84,2009,87,2,600000
m,B.Tech/B.E.,electrical engineering,Tamil Nadu,77,0,2013,79.2,2009,89.33,2,40000
m,B.Tech/B.E.,electronics & telecommunications,Andhra Pradesh,70,0,2014,78.2,2010,86.8,2,570000
f,B.Tech/B.E.,computer science and technology,Andhra Pradesh,73,0,2014,86,2010,88,2,220000
m,B.Tech/B.E.,information technology,Andhra Pradesh,73.4,0,2011,68.5,2007,85.2,2,290000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,67,0,2014,84,2009,84,2,320000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,72.85,0,2014,86.5,2010,91,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,63.33,0,2014,68,2009,65.6,2,95000
m,B.Tech/B.E.,information technology,Uttar Pradesh,74.78,0,2013,65.17,2008,66.2,2,95000
m,MCA,computer application,Uttarakhand,68,0,2013,51.83,2006,58,2,240000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,64.25,0,2010,76,2004,78,2,320000
m,MCA,computer application,Telangana,82,1,2011,83,2005,88,2,495000
m,B.Tech/B.E.,information technology,Tamil Nadu,65.6,0,2012,75.3,2008,73.6,2,355000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,78.9,1,2014,86.2,2010,82,1,300000
m,B.Tech/B.E.,computer science & engineering,Telangana,65.7,0,2012,80,2008,79.3,2,200000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,57.64,0,2014,85.2,2010,81.5,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,68,0,2013,89.9,2009,84.5,2,360000
f,MCA,computer application,Haryana,78,0,2013,73,2006,74,2,300000
f,B.Tech/B.E.,information technology,Haryana,73,0,2012,81.4,2008,83.6,2,450000
m,B.Tech/B.E.,information technology,Maharashtra,65.18,0,2012,84.93,2008,81.5,2,105000
m,B.Tech/B.E.,information technology,Uttarakhand,81.89,0,2013,92.3,2009,87.4,2,290000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,68,1,2011,83,2007,90,2,280000
f,B.Tech/B.E.,information technology,Maharashtra,75.5,0,2014,90.76,2010,92.5,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,65.59,0,2013,84,2009,86,2,335000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,74.4,1,2014,73.6,2009,78.3,1,325000
m,B.Tech/B.E.,information technology,Madhya Pradesh,69.43,0,2013,82.6,2009,76,2,300000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,81,0,2014,80.4,2010,60.2,2,210000
m,B.Tech/B.E.,information technology,Uttar Pradesh,71,0,2011,67.7,2005,78.2,2,500000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,63.4,0,2014,81,2010,68,2,180000
f,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,81.11,0,2013,91.33,2009,94.7,2,300000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,64.86,0,2013,78,2009,83,2,335000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,72,0,2013,88,2009,83,2,240000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,79.8,0,2011,91.8,2008,87.66,2,400000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,61.06,0,2013,57,2008,69.6,2,210000
f,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,67,1,2010,94.7,2006,94.7,2,205000
m,B.Tech/B.E.,industrial & production engineering,Maharashtra,62,1,2011,77.2,2007,72.46,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,62.6,0,2010,78.4,2005,61.8,2,180000
f,B.Tech/B.E.,electronics & telecommunications,Orissa,75,0,2010,78.5,2006,71,2,610000
m,B.Tech/B.E.,computer science & engineering,Union Territory,85.6,0,2013,91.6,2009,86.6,2,200000
f,B.Tech/B.E.,computer engineering,Haryana,78,0,2012,84.8,2008,78,2,400000
m,B.Tech/B.E.,computer engineering,Rajasthan,71.9,0,2010,86.8,2005,62,2,620000
m,B.Tech/B.E.,computer science & engineering,Punjab,73.08,0,2015,84,2011,77,2,405000
m,B.Tech/B.E.,computer science & engineering,Telangana,76,1,2014,88,2010,90,2,335000
m,B.Tech/B.E.,computer science & engineering,Chhattisgarh,71.64,0,2013,74,2009,81,2,95000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,71,1,2013,74,2009,62,2,205000
m,B.Tech/B.E.,information technology,Uttar Pradesh,73,0,2011,54,2007,53,2,275000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,57.81,0,2011,75.36,2007,60.16,2,280000
m,B.Tech/B.E.,mechanical engineering,Punjab,68.58,0,2014,79,2010,79.4,2,115000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,75.52,1,2013,85,2009,88.3,2,335000
m,B.Tech/B.E.,electronics & telecommunications,Karnataka,63.6,1,2010,84.16,2006,80.4,2,630000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,80.05,0,2014,71.3,2010,79.2,2,305000
m,B.Tech/B.E.,computer science & engineering,Maharashtra,58.8,1,2013,85.38,2009,83.34,2,490000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,70,0,2013,82,2009,79.23,2,240000
m,B.Tech/B.E.,mechatronics,Karnataka,65,1,2014,74,2010,50,2,215000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,63,0,2014,77.8,2010,85.4,1,370000
f,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,66.45,1,2013,72.45,2009,73.63,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.36,0,2014,80,2010,83.6,2,350000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,70.7,0,2013,66,2009,63.4,2,180000
f,B.Tech/B.E.,electronics & instrumentation eng,Telangana,62,1,2011,88,2007,96,2,200000
m,B.Tech/B.E.,information technology,Haryana,63.7,0,2014,78.6,2008,64.8,2,145000
m,B.Tech/B.E.,electronics & telecommunications,Rajasthan,63,1,2010,77.2,2005,72.2,2,120000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,62,1,2013,67,2009,65,2,325000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,82.24,1,2012,84,2008,94,2,360000
m,B.Tech/B.E.,information technology,Telangana,72.44,0,2010,85.5,2006,81.1,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,76,0,2011,67,2005,77,2,550000
f,MCA,computer application,Karnataka,78,1,2011,78,2004,50.5,2,500000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,71.72,0,2012,78.2,2007,80.6,2,415000
m,B.Tech/B.E.,information technology,Uttar Pradesh,75.8,0,2014,90.4,2010,82.6,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,69.48,0,2012,87.2,2008,77.8,2,360000
m,B.Tech/B.E.,information technology,Tamil Nadu,71,1,2014,85,2010,79,2,200000
m,B.Tech/B.E.,mechanical engineering,Telangana,67,1,2013,84,2009,81,2,275000
m,B.Tech/B.E.,electronics and communication engineering,Meghalaya,72.7,0,2010,83.67,2006,73.67,2,900000
f,B.Tech/B.E.,electronics and communication engineering,Haryana,63,0,2011,65,2007,69,2,120000
m,B.Tech/B.E.,computer science & engineering,Telangana,74,1,2014,89,2010,90,2,205000
m,B.Tech/B.E.,information technology,Himachal Pradesh,81,0,2014,86.8,2010,83.6,1,315000
m,B.Tech/B.E.,information technology,Uttar Pradesh,72,0,2014,71,2010,74.4,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Uttarakhand,62.2,0,2014,82.2,2010,69.8,2,240000
m,B.Tech/B.E.,computer engineering,Telangana,67,1,2011,86.9,2007,91.7,2,350000
m,B.Tech/B.E.,information technology,Rajasthan,77.85,1,2010,79,2006,76.6,2,470000
f,B.Tech/B.E.,computer engineering,Maharashtra,69.47,0,2011,84.8,2006,78.66,2,420000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,62.57,0,2013,88.1,2009,88.1,2,345000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,74.5,1,2011,79.4,2007,86,2,530000
